Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Nov 2023,TGO,8344000,Savanes,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,all,832544,1.0
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,3+,31359,0.04
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,1,705688,0.85
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,2,95497,0.11
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,3,31359,0.04
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,TGO,8344000,Centrale,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,all,832544,1.0
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,3+,41393,0.05
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,1,673914,0.81
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,2,117237,0.14
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,3,41393,0.05
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,TGO,8344000,Centrale,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,all,1333250,1.0
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,3+,62080,0.05
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,1,1044469,0.78
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,2,226701,0.17
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,3,62080,0.05
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,all,1016818,1.0
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,3+,72853,0.07
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,1,662806,0.65
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,2,281159,0.28
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,3,72853,0.07
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,all,1810651,1.0
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,3+,49361,0.03
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,1,1444567,0.8
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,2,316724,0.17
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,3,49361,0.03
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,all,1079740,1.0
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,3+,200410,0.19
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,1,521117,0.48
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,2,358213,0.33
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,3,160744,0.15
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,4,39666,0.04
Mar 2023,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,all,815827,1.0
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,3+,102615,0.13
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,1,551279,0.68
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,2,161933,0.2
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,3,102615,0.13
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,5,0,0
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,all,1810651,1.0
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,3+,131367,0.07
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,1,1285655,0.71
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,2,393630,0.22
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,3,131367,0.07
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,4,0,0
Oct 2022,TGO,8344000,Plateaux,current,2022-10-01,2022-12-31,5,0,0
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,all,1810651,1.0
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,3+,49361,0.03
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,1,1444567,0.8
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,2,316724,0.17
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,3,49361,0.03
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,4,0,0
Oct 2022,TGO,8344000,Plateaux,first projection,2023-06-01,2023-08-31,5,0,0
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,all,1079740,1.0
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,3+,196245,0.18
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,1,535846,0.5
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,2,347649,0.32
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,3,160932,0.15
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,4,35313,0.03
Oct 2022,TGO,8344000,Savanes,current,2022-10-01,2022-12-31,5,0,0
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,all,1079740,1.0
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,3+,200410,0.19
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,1,521117,0.48
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,2,358213,0.33
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,3,160744,0.15
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,4,39666,0.04
Oct 2022,TGO,8344000,Savanes,first projection,2023-06-01,2023-08-31,5,0,0
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,all,1016818,1.0
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,3+,45871,0.05
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,1,762891,0.75
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,2,208056,0.2
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,3,45871,0.05
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,4,0,0
Oct 2022,TGO,8344000,Kara,current,2022-10-01,2022-12-31,5,0,0
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,all,1016818,1.0
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,3+,72853,0.07
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,1,662806,0.65
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,2,281159,0.28
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,3,72853,0.07
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,4,0,0
Oct 2022,TGO,8344000,Kara,first projection,2023-06-01,2023-08-31,5,0,0
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,all,815827,1.0
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,3+,85496,0.1
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,1,594280,0.73
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,2,136052,0.17
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,3,85496,0.1
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,4,0,0
Oct 2022,TGO,8344000,Centrale,current,2022-10-01,2022-12-31,5,0,0
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,all,815827,1.0
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,3+,102615,0.13
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,1,551279,0.68
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,2,161933,0.2
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,3,102615,0.13
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,4,0,0
Oct 2022,TGO,8344000,Centrale,first projection,2023-06-01,2023-08-31,5,0,0
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,all,1333250,1.0
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,3+,109683,0.08
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,1,946134,0.71
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,2,277433,0.21
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,3,109683,0.08
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,4,0,0
Oct 2022,TGO,8344000,Maritime,current,2022-10-01,2022-12-31,5,0,0
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,all,1333250,1.0
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,3+,62080,0.05
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,1,1044469,0.78
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,2,226701,0.17
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,3,62080,0.05
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,4,0,0
Oct 2022,TGO,8344000,Maritime,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,all,1750728,1.0
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,3+,34709,0.02
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,1,1469179,0.84
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,2,246840,0.14
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,3,34709,0.02
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,4,0,0
Mar 2022,TGO,5885720,Plateaux,current,2022-03-01,2022-05-31,5,0,0
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,all,1750728,1.0
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,3+,18600,0.01
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,1,1552553,0.89
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,2,179576,0.1
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,3,18600,0.01
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,4,0,0
Mar 2022,TGO,5885720,Plateaux,first projection,2022-06-01,2022-08-31,5,0,0
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,all,983166,1.0
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,3+,53047,0.05
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,1,724838,0.74
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,2,205282,0.21
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,3,53047,0.05
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,4,0,0
Mar 2022,TGO,5885720,Kara,current,2022-03-01,2022-05-31,5,0,0
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,all,983166,1.0
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,3+,68709,0.07
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,1,651118,0.66
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,2,263339,0.27
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,3,68709,0.07
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,4,0,0
Mar 2022,TGO,5885720,Kara,first projection,2022-06-01,2022-08-31,5,0,0
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,all,1044006,1.0
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,3+,159832,0.15
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,1,598308,0.57
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,2,285866,0.27
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,3,159832,0.15
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,4,0,0
Mar 2022,TGO,5885720,Savanes,current,2022-03-01,2022-05-31,5,0,0
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,all,1044006,1.0
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,3+,204741,0.2
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,1,508992,0.49
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,2,330273,0.32
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,3,204741,0.2
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,4,0,0
Mar 2022,TGO,5885720,Savanes,first projection,2022-06-01,2022-08-31,5,0,0
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,all,788827,1.0
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,3+,57016,0.07
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,1,578715,0.73
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,2,153096,0.19
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,3,57016,0.07
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,4,0,0
Mar 2022,TGO,5885720,Centrale,current,2022-03-01,2022-05-31,5,0,0
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,all,788827,1.0
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,3+,82092,0.1
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,1,529675,0.67
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,2,177060,0.22
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,3,82092,0.1
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,4,0,0
Mar 2022,TGO,5885720,Centrale,first projection,2022-06-01,2022-08-31,5,0,0
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,all,1289125,1.0
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,3+,31944,0.02
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,1,1004766,0.78
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,2,252415,0.2
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,3,31944,0.02
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,4,0,0
Mar 2022,TGO,5885720,Maritime,current,2022-03-01,2022-05-31,5,0,0
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,all,1289125,1.0
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,3+,14095,0.01
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,1,1082426,0.84
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,2,192604,0.15
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,3,14095,0.01
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,4,0,0
Mar 2022,TGO,5885720,Maritime,first projection,2022-06-01,2022-08-31,5,0,0
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,all,1292286,1.0
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,3+,107123,0.08
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,1,905483,0.7
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,2,279680,0.22
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,3,105609,0.08
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,4,1514,0
Mar 2021,TGO,7975513,Savanes,current,2021-03-01,2021-05-31,5,0,0
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,all,1292286,1.0
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,3+,124714,0.1
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,1,861908,0.67
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,2,305664,0.24
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,3,123200,0.1
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,4,1514,0
Mar 2021,TGO,7975513,Savanes,first projection,2021-06-01,2021-08-31,5,0,0
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,all,1556741,1.0
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,3+,41647,0.03
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,1,1302391,0.84
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,2,212704,0.14
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,3,41647,0.03
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,4,0,0
Mar 2021,TGO,7975513,Plateaux,current,2021-03-01,2021-05-31,5,0,0
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,all,1556741,1.0
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,3+,13011,0.01
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,1,1356466,0.87
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,2,187263,0.12
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,3,13011,0.01
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,4,0,0
Mar 2021,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,5,0,0
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,all,881700,1.0
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,3+,25723,0.03
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,1,694710,0.79
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,2,161267,0.18
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,3,25723,0.03
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,4,0,0
Mar 2021,TGO,7975513,Kara,current,2021-03-01,2021-05-31,5,0,0
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,all,881700,1.0
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,3+,35416,0.04
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,1,683671,0.78
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,2,162613,0.18
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,3,35416,0.04
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,4,0,0
Mar 2021,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,5,0,0
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,all,895222,1.0
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,3+,2164,0
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,1,797293,0.89
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,2,95765,0.11
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,3,2164,0
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,4,0,0
Mar 2021,TGO,7975513,Centrale,current,2021-03-01,2021-05-31,5,0,0
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,all,895222,1.0
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,3+,2641,0
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,1,786135,0.88
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,2,106446,0.12
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,3,2641,0
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,4,0,0
Mar 2021,TGO,7975513,Centrale,first projection,2021-06-01,2021-08-31,5,0,0
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,all,1306429,1.0
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,3+,61277,0.05
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,1,984498,0.75
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,2,260654,0.2
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,3,61277,0.05
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,4,0,0
Mar 2021,TGO,7975513,Maritime,current,2021-03-01,2021-05-31,5,0,0
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,all,1306429,1.0
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,3+,28353,0.02
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,1,1081513,0.83
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,2,196563,0.15
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,3,28353,0.02
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,4,0,0
Mar 2021,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,5,0,0
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,all,1239120,1.0
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,3+,17484,0.01
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,1,1056714,0.85
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,2,164922,0.13
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,3,17484,0.01
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,4,0,0
Oct 2020,TGO,7975513,Plateaux,current,2020-10-01,2020-12-31,5,0,0
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,all,1239120,1.0
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,3+,3484,0
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,1,1099670,0.89
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,2,135966,0.11
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,3,3484,0
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,4,0,0
Oct 2020,TGO,7975513,Plateaux,first projection,2021-06-01,2021-08-31,5,0,0
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,all,881700,1.0
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,3+,6990,0.01
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,1,755263,0.86
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,2,119447,0.14
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,3,6990,0.01
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,4,0,0
Oct 2020,TGO,7975513,Kara,current,2020-10-01,2020-12-31,5,0,0
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,all,881700,1.0
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,3+,17062,0.02
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,1,721847,0.82
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,2,142791,0.16
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,3,17062,0.02
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,4,0,0
Oct 2020,TGO,7975513,Kara,first projection,2021-06-01,2021-08-31,5,0,0
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,all,1192019,1.0
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,3+,18854,0.02
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,1,990147,0.83
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,2,183018,0.15
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,3,18854,0.02
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,4,0,0
Oct 2020,TGO,7975513,Maritime,current,2020-10-01,2020-12-31,5,0,0
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,all,1192019,1.0
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,3+,0,0
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,1,1062562,0.89
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,2,129457,0.11
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,3,0,0
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,4,0,0
Oct 2020,TGO,7975513,Maritime,first projection,2021-06-01,2021-08-31,5,0,0
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,all,746845,1.0
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,3+,3218,0
Oct 2020,TGO,7975513,Centrale,current,2020-10-01,2020-12-31,1,665946,0.89
